Date Time,,,,Event
11/27/2007 10:15,UK,1476),,"Blanchflower of BOE on Immigration, U.K. Economy"
11/28/2007 05:30,UK,1477),,EU's Kroes on Glass Makers' Antitrust Fine
11/28/2007 07:00,UK,1478),,Brown Answers Weekly Questions in House of Commons
11/28/2007 09:00,UK,1479),,U.K. Transport Committee Hearing on Future of BAA
11/30/2007 01:40,UK,1480),,Yavlinsky of Yabloko Party on Outlook for Election
11/30/2007 06:55,UK,1481),,Yavlinsky of Yabloko Party on Outlook for Election
12/03/2007 01:35,RU,1482),,"Weafer of Alfa Bank on British, Russian Relations"
12/03/2007 11:30,UK,1483),,U.K. Parliamentary Hearing: Qinetiq Privatisation
12/04/2007 04:45,UK,1484),,Treasury Committee Hearing on Financial Stability
12/05/2007 07:00,UK,1485),,Brown Answers Weekly Questions in House of Commons
12/05/2007 09:30,UK,1486),,"Hartnett, Head of U.K. Revenue, Answers Questions"
12/06/2007 05:25,UK,1487),,Tariceanu of Romania Discusses Economic Outlook
12/10/2007 06:54,UK,1488),,Wermuth of Wermuth on Putin's Backing of Medvedev
12/10/2007 11:35,UK,1489),,Yavlinsky of Yabloko Party on Outlook for Election
12/11/2007 04:45,UK,1490),,Walker on Private Equity: U.K. Treasury Hearing
12/11/2007 05:30,UK,1491),,09:45b - Treasury Select Cttee: Financial Stabilit
12/11/2007 05:30,UK,1492),,Smith of U.K. Testifies in Parliamant on Terrorism
12/11/2007 06:00,UK,1493),,London Mayor Livingstone Holds Weekly News Conf.
12/11/2007 06:55,UK,1494),,"Milne, Economist, on U.K. Treasury Hearings"
12/12/2007 05:00,UK,1495),,London Mayor Livingstone Holds Weekly News Conf.
12/12/2007 07:00,UK,1496),,Brown Answers Weekly Questions in House of Commons
12/12/2007 07:30,UK,1497),,Gordon Brown Makes Statement on Afghanistan
12/12/2007 08:30,UK,1498),,U.K. House of Commons Debate on Northern Rock
12/12/2007 09:30,UK,1499),,Miliband of U.K. Testifies on European Union
12/13/2007 05:00,UK,1500),,Gordon Brown Gives Evidence to Liaison Committee
12/13/2007 06:30,UK,1501),,Darling of U.K. Delivers Pre-Budget Statement
12/17/2007 10:30,UK,1502),,Gordon Brown Statement on European Union Summit
12/17/2007 11:30,UK,1503),,Darling of U.K. Delivers Pre-Budget Statement
12/18/2007 04:40,UK,1504),,BOE Governor King Testifies on Financial Stability
12/18/2007 04:45,UK,1505),,BOE Governor King Testifies on Financial Stability
12/18/2007 06:00,UK,1506),,London Mayor Livingstone Holds Weekly News Conf.
12/18/2007 07:30,UK,1507),,U.K. House of Commons Debate on Northern Rock
12/18/2007 09:30,UK,1508),,"Clegg, Huhne of U.K. Liberals: CBI Conference"
12/18/2007 12:45,UK,1509),,"Brown of U.K., Abbas Speak in London: News Conf."
12/19/2007 06:00,UK,1510),,Gordon Brown Speaks at Monthly News Conference
12/31/2007 09:55,UK,1511),,APTN NY Eve Celebrations Backup 1455-1615 GMT
01/04/2008 07:30,UK,1512),,Gordon Brown Speaks at Monthly News Conference
01/07/2008 05:30,UK,1513),,Saakashvili of Georgia Speaks on Presidential Vote
01/07/2008 06:30,UK,1514),,Gordon Brown Speaks at Monthly News Conference
01/08/2008 06:00,UK,1515),,London Mayor Livingstone Holds Weekly News Conf.
01/08/2008 06:00,UK,1516),,Bilawal Bhutto Holds News Conference in London
01/08/2008 07:00,UK,1517),,Gordon Brown Speaks at Monthly News Conference
01/09/2008 07:00,UK,1518),,Brown Answers Weekly Questions in House of Commons
01/10/2008 07:15,UK,1519),,U.K. Business Secretary Hutton on Nuclear Plants
01/15/2008 05:30,UK,1520),,U.K. Committee Hearing on London 2012 Olympics
01/16/2008 07:00,UK,1521),,Brown Answers Weekly Questions in House of Commons
01/17/2008 06:00,UK,1522),,Jacqui Smith of U.K. Gives a Speech on Terrorism
01/17/2008 07:00,UK,1523),,David Cameron of U.K. Conservatives on Policy
01/17/2008 07:00,UK,1524),,U.K. Foreign Secretary Miliband Speaks on Russia
01/17/2008 11:00,FR,1525),,"Darling, Steinbrueck, Lagarde, Others News Conf."
01/21/2008 05:30,UK,1526),,"Jowell, Sutcliffe of U.K. Speaks on 2012 Olympics"
01/21/2008 09:00,UK,1527),,Alistair Darling of U.K. Speaks on Northern Rock
01/22/2008 03:45,UK,1528),,"Miliband of EU, Pakistan's Musharaff News Conf."
01/24/2008 04:00,SZ,1529),,India's Chidambaram Speaks at World Economic Forum
01/24/2008 04:40,SZ,1530),,India's Chidambaram Speaks at World Economic Forum
01/24/2008 05:35,SZ,1531),,"Rachid of Egypt Speaks on Trade, Economy in Davos"
01/24/2008 06:00,UK,1532),,Darling of U.K. Speaks on Capital Gains Tax
01/24/2008 10:30,SZ,1533),,India's Chidambaram Speaks at World Economic Forum
01/24/2008 11:00,SZ,1534),,India's Chidambaram Speaks at World Economic Forum
01/25/2008 04:25,SZ,1535),,Flaherty of Canada on Outlook for Global Economy
01/28/2008 07:00,UK,1536),,Questa of Cass Discusses U.K. Banking Regulation
01/28/2008 07:30,UK,1537),,"U.K.'s Brown, Pakistan's Musharraf News Conference"
01/29/2008 14:30,UK,1538),,"Brown, Merkel, Sarkozy, Prodi, Barroso: News Conf."
01/30/2008 05:00,UK,1539),,London Mayor Livingstone Holds Weekly News Conf.
01/30/2008 05:00,UK,1540),,Lea of Arbuthnot Discusses Green Budget 2008
01/30/2008 07:00,UK,1541),,Brown Answers Weekly Questions in House of Commons
02/04/2008 10:30,UK,1542),,U.K. House of Commons Debate on Northern Rock
02/05/2008 06:00,UK,1543),,London Mayor Livingstone Holds Weekly News Conf.
02/06/2008 07:00,UK,1544),,Brown Answers Weekly Questions in House of Commons
02/06/2008 07:30,UK,1545),,Brown Answers Weekly Questions in House of Commons
02/06/2008 09:30,UK,1546),,"Rice of U.S., Miliband of EU: News Conference"
02/07/2008 07:30,UK,1547),,"Rice of U.S., Miliband of EU: News Conference"
02/08/2008 04:30,UK,1548),,U.K. Chancellor Darlings Discusses Outlook
02/08/2008 07:15,UK,1549),,Brown Answers Weekly Questions in House of Commons
02/11/2008 01:10,UK,1550),,Lilco of Europe Economics Speaks on G-7 Summit
02/12/2008 06:00,UK,1551),,London Mayor Livingstone Holds Weekly News Conf.
02/12/2008 06:04,UK,1552),,London Mayor Livingstone Holds Weekly News Conf.
02/12/2008 07:05,UK,1553),,Bull of Baker Tilly Discusses Non-Domicile Taxes
02/18/2008 06:00,UK,1554),,"Gordon Brown on Northern Rock, Kosovo: News Conf."
02/18/2008 07:00,UK,1555),,"Fallon, Lawmaker, on Northern Rock Nationalization"
02/18/2008 07:10,UK,1556),,Cable of Liberal Democrats Discusses Northern Rock
02/18/2008 08:00,UK,1557),,Sandler of Northern Rocks on Nationalization Plan
02/18/2008 09:00,UK,1558),,"Conservatives' Cameron, Osborne on Northern Rock"
02/18/2008 10:00,UK,1559),,"McFall, U.K. Lawmaker, Discusses Northern Rock"
02/18/2008 10:30,UK,1560),,U.K. Chancellor Darlings Discusses Outlook
02/19/2008 07:00,UK,1561),,Jacqui Smith of U.K. Gives a Speech on Terrorism
02/19/2008 07:00,UK,1562),,Whistle of Control Risks on Castro's Resignation
02/19/2008 09:30,UK,1563),,Miliband of U.K. Answers Foreign Policy Questions
02/20/2008 05:00,UK,1564),,London Mayor Livingstone Holds Weekly News Conf.
02/20/2008 07:00,UK,1565),,Brown Answers Weekly Questions in House of Commons
02/25/2008 10:30,UK,1566),,U.K. House of Commons Debate on Northern Rock
02/26/2008 05:30,UK,1567),,U.K. Chancellor Darlings Discusses Outlook
02/26/2008 06:00,UK,1568),,London Mayor Livingstone Holds Weekly News Conf.
02/26/2008 07:00,UK,1569),,David Cameron of U.K. Conservatives on Policy
02/27/2008 07:00,UK,1570),,Brown Answers Weekly Questions in House of Commons
02/28/2008 04:00,UK,1571),,Shinohara Speaks on Japan's currency Policy
03/04/2008 04:45,UK,1572),,U.K. Hearing on Financial Reporting Standards
03/05/2008 06:55,UK,1573),,Brown Answers Weekly Questions in House of Commons
03/05/2008 13:40,UK,1574),,U.K. House of Commons Debate on Northern Rock
03/06/2008 02:00,UK,1575),,Akzo Nobel NV Reports Fourth-Quarter Results
03/06/2008 05:30,UK,1576),,Darling of U.K. Answers Treasury Questions
03/07/2008 02:00,UK,1577),,Marshalls Plc Releases Full-Year Earnings
03/10/2008 06:00,UK,1578),,London Mayoral Hopeful Johnson News Conference
03/11/2008 07:30,UK,1579),,London Mayor Livingstone Holds Weekly News Conf.
03/11/2008 08:30,UK,1580),,Darling Presents U.K. Budget to House of Commons
03/12/2008 02:40,UK,1581),,Buckley of Deutsche Bank on U.K. Inflation Report
03/12/2008 06:00,UK,1582),,London Mayor Livingstone Holds Weekly News Conf.
03/12/2008 08:00,UK,1583),,Brown Answers Weekly Questions in House of Commons
03/12/2008 08:30,UK,1584),,Darling Presents U.K. Budget to House of Commons
03/12/2008 12:30,UK,1585),,Cable of Liberal Democrats Discusses Northern Rock
03/12/2008 12:35,UK,1586),,Hammond of U.K. Conservatives Speak on the Budget
03/14/2008 08:00,UK,1587),,Queen Elizabeth II Opens New Heathrow Terminal
03/17/2008 11:30,UK,1588),,Gordon Brown Speaks on EU Summit in U.K Parliament
03/17/2008 12:15,UK,1589),,"Miles, Weale on U.K. Budget: Treasury Committee"
03/18/2008 05:45,UK,1590),,Treasury Select Committee Hearing on U.K. Budget
03/19/2008 07:55,UK,1591),,Brown Answers Weekly Questions in House of Commons
03/19/2008 08:25,UK,1592),,Gordon Brown on U.K. National Security Strategy
03/19/2008 10:30,UK,1593),,Darling Speaks on U.K. Budget: Treasury Committee
03/25/2008 08:00,UK,1594),,Liberal Democrats' Paddick on London Mayoral Race
03/26/2008 05:10,UK,1595),,"Bank of England's King, Others on Inflation Report"
03/26/2008 08:00,UK,1596),,Brown Answers Weekly Questions in House of Commons
03/26/2008 12:00,UK,1597),,Sarkozy of France Speaks in U.K. Parliament
03/27/2008 08:15,UK,1598),,O'Donnell of CER Discusses Sarkozy's Visit to U.K.
03/27/2008 09:00,UK,1599),,Sarkozy of France Speaks in U.K. Parliament
04/01/2008 07:30,UK,1600),,Gordon Brown Speaks at Monthly News Conference
04/01/2008 10:30,UK,1601),,U.K. Defense Secretary Browne Statement on Iraq
04/02/2008 07:00,UK,1602),,Brown Answers Weekly Questions in House of Commons
04/03/2008 05:15,UK,1603),,Buckley of Deutsche Bank on U.K. Inflation Report
04/04/2008 05:00,UK,1604),,McCreevy of EU Discusses European Banking Industry
04/09/2008 07:00,UK,1605),,Brown Answers Weekly Questions in House of Commons
04/09/2008 07:00,UK,1606),,Moec of Bank of America on G7: Money & Politics
04/11/2008 07:00,UK,1607),,Speranza of BNP Paribas on Italy: Money & Politics
04/14/2008 06:00,UK,1608),,Osborne of U.K. Conservatives on Competitiveness
04/17/2008 07:00,UK,1609),,Baker Tilly's Phillips on Tax: Money & Politics
04/18/2008 07:00,UK,1610),,Spelman of Accenture on Brown: Money & Politics
04/21/2008 04:25,UK,1611),,Rubinsohn of RICS on BOE's Mortgage Debt Plan
04/21/2008 07:00,UK,1612),,Peter Spencer on Credit Crunch: Money & Politics
04/21/2008 10:30,UK,1613),,U.K. Chancellor Darlings Discusses Outlook
04/22/2008 05:30,UK,1614),,World Food Program News Conference in London
04/22/2008 07:00,UK,1615),,Lea of Arbuthnot on BOE Plan: Money & Politics
04/23/2008 07:00,UK,1616),,Brown Answers Weekly Questions in House of Commons
04/23/2008 10:15,UK,1617),,"Gordon Brown, ANC's Zuma Hold News Conference"
04/24/2008 05:30,UK,1618),,Darling of U.K. Answers Treasury Questions
04/28/2008 07:00,UK,1619),,Robert Shapiro on Global Vision: Money & Politics
04/28/2008 10:30,UK,1620),,Darling of U.K. Answers Treasury Questions
04/29/2008 04:45,UK,1621),,King Speaks on Reappointment as BOE Governor
04/29/2008 06:30,UK,1622),,Darling of U.K. Answers Treasury Questions
04/29/2008 07:00,UK,1623),,Darling of U.K. Answers Treasury Questions
04/29/2008 07:00,UK,1624),,Peter Spencer on Credit Crunch: Money & Politics
04/30/2008 07:00,UK,1625),,Brown Answers Weekly Questions in House of Commons
04/30/2008 07:00,UK,1626),,Wheeldon on U.K. Local Elections: Money & Politics
04/30/2008 09:00,UK,1627),,Brown Answers Weekly Questions in House of Commons
05/01/2008 01:40,UK,1628),,Morris of Policy Institute on Mayoral Election
05/01/2008 05:45,UK,1629),,Brown Answers Weekly Questions in House of Commons
05/02/2008 07:00,UK,1630),,Baker on U.K. Local Elections: Money & Politics
05/02/2008 10:00,UK,1631),,Miliband of U.K. Answers Foreign Policy Questions
05/06/2008 04:30,UK,1632),,Marshall of Smith Speaks on Financial Stability
05/06/2008 04:40,UK,1633),,"McCarthy, Sants of FSA Speak at Treasury Committee"
05/06/2008 05:15,UK,1634),,U.K. Conservative's Cameron Monthly News Conf.
05/06/2008 11:15,UK,1635),,Buckley of Deutsche Bank on U.K. Inflation Report
05/06/2008 11:30,UK,1636),,Ussher and Skancke Speak on Sovereign Wealth Funds
05/07/2008 07:00,UK,1637),,Brown Answers Weekly Questions in House of Commons
05/07/2008 10:00,UK,1638),,Treasury Select Committee Hearing on U.K. Budget
05/08/2008 07:00,UK,1639),,Lea of Arbuthnot on BOE Plan: Money & Politics
05/12/2008 06:00,UK,1640),,"Clegg, Cable of Liberal Democrats on Bank Industry"
05/12/2008 07:00,UK,1641),,Lea of Arbuthnot on BOE Plan: Money & Politics
05/12/2008 11:45,UK,1642),,Buckley of Deutsche Bank on U.K. Inflation Report
05/13/2008 01:40,UK,1643),,Rubinsohn of RICS on BOE's Mortgage Debt Plan
05/13/2008 04:45,UK,1644),,"McCarthy, Sants of FSA Speak at Treasury Committee"
05/13/2008 05:00,UK,1645),,London Mayor Livingstone Holds Weekly News Conf.
05/13/2008 07:00,UK,1646),,Lea of Arbuthnot on BOE Plan: Money & Politics
05/13/2008 10:30,UK,1647),,Darling Speaks on U.K. Budget: Treasury Committee
05/14/2008 07:00,UK,1648),,Brown Answers Weekly Questions in House of Commons
05/14/2008 07:00,UK,1649),,Lea of Arbuthnot on BOE Plan: Money & Politics
05/15/2008 07:00,UK,1650),,Gordon Brown Speaks at Monthly News Conference
05/16/2008 07:15,UK,1651),,"Monti, former EC President, on European Economy"
05/19/2008 02:25,UK,1652),,Mandelson of EU Speaks on Global Trade Issues
05/19/2008 04:15,UK,1653),,Brown Speaks on Use of Technology in Government
05/19/2008 04:35,UK,1654),,Mandelson of EU Speaks on Global Trade Issues
05/19/2008 05:00,UK,1655),,U.K. Conservative's Cameron Monthly News Conf.
05/19/2008 07:00,UK,1656),,"Ellman on BAA, Fenby on China: Money & Politics"
05/20/2008 04:15,UK,1657),,U.K. Parliament Hearing on Energy Prices
05/20/2008 04:45,UK,1658),,Treasury Committee Hearing: Northern Rock Evidence
05/20/2008 07:00,UK,1659),,Bull of Baker Tilly Discusses Non-Domicile Taxes
05/21/2008 05:10,UK,1660),,London Mayor Livingstone Holds Weekly News Conf.
05/21/2008 06:25,UK,1661),,Dalai Lama Holds News Conference in London
05/21/2008 07:00,UK,1662),,Brown Answers Weekly Questions in House of Commons
05/21/2008 07:00,UK,1663),,Bull of Baker Tilly Discusses Non-Domicile Taxes
05/21/2008 10:10,UK,1664),,Miliband of U.K. Answers Foreign Policy Questions
05/22/2008 05:30,UK,1665),,Dalai Lama Holds News Conference in London
05/23/2008 05:25,UK,1666),,Papp of KBC Financial on Medvedev's China Visit
05/23/2008 06:00,UK,1667),,Brown Answers Weekly Questions in House of Commons
05/23/2008 06:00,UK,1668),,U.K. Conservative's Cameron Monthly News Conf.
05/23/2008 07:00,UK,1669),,Nye of Populus on Crewe Election: Money & Politics
05/23/2008 09:00,UK,1670),,U.K. Conservative's Cameron Monthly News Conf.
05/28/2008 07:00,UK,1671),,Brown Answers Weekly Questions in House of Commons
06/04/2008 05:00,UK,1672),,London Mayor Livingstone Holds Weekly News Conf.
06/04/2008 07:00,UK,1673),,Brown Answers Weekly Questions in House of Commons
06/05/2008 02:25,UK,1674),,Buckley of Deutsche Bank on U.K. Inflation Report
06/11/2008 07:00,UK,1675),,Brown Answers Weekly Questions in House of Commons
06/12/2008 04:00,UK,1676),,Mandelson of EU Speaks on Global Trade Issues
06/13/2008 05:42,UK,1677),,U.K. Conservative's Cameron Monthly News Conf.
06/17/2008 07:00,UK,1678),,Buckley of Deutsche Bank on U.K. Inflation Report
06/18/2008 07:00,UK,1679),,Brown Answers Weekly Questions in House of Commons
06/25/2008 05:00,UK,1680),,"Fallon, Lawmaker, Speaks on U.K. Bank Regulation"
06/25/2008 07:00,UK,1681),,Brown Answers Weekly Questions in House of Commons
06/26/2008 04:00,UK,1682),,Brown Answers Weekly Questions in House of Commons
06/26/2008 04:45,UK,1683),,"King, BOE Policy Makers Testify in U.K. Parliament"
07/02/2008 07:00,UK,1684),,Brown Answers Weekly Questions in House of Commons
07/03/2008 04:55,UK,1685),,Brown Answers Weekly Questions in House of Commons
07/03/2008 09:35,UK,1686),,Moec of Bank of America on G7: Money & Politics
07/09/2008 05:00,UK,1687),,Brown Answers Weekly Questions in House of Commons
07/09/2008 07:00,UK,1688),,Brown Answers Weekly Questions in House of Commons
07/09/2008 07:00,UK,1689),,Ingram of BASIC on Iran Missile: Money & Politics
07/10/2008 05:30,UK,1690),,Darling of U.K. Answers Treasury Questions
07/10/2008 06:30,UK,1691),,Brown Answers Weekly Questions in House of Commons
07/11/2008 01:40,UK,1692),,Buckley of Deutsche Bank on U.K. Inflation Report
07/14/2008 06:00,UK,1693),,Gordon Brown Speaks at Monthly News Conference
07/15/2008 07:00,UK,1694),,"Milburn on Labour, Gordon Brown: Money & Politics"
07/16/2008 07:00,UK,1695),,Brown Answers Weekly Questions in House of Commons
07/16/2008 07:00,UK,1696),,Nye of Populus on Gordon Brown: Money & Politics
07/16/2008 09:20,UK,1697),,BOE's Spencer Dale at U.K. Treasury Committee
07/21/2008 03:00,UK,1698),,Gordon Brown of U.K. Speaks at Israel's Knesset
07/21/2008 05:00,UK,1699),,Gordon Brown of U.K. Speaks at Israel's Knesset
07/22/2008 04:35,UK,1700),,"BOE's King, Gieve Speak at U.K. Treasury Committee"
07/22/2008 07:30,UK,1701),,Brown Answers Weekly Questions in House of Commons
07/23/2008 07:05,UK,1702),,Mitic of 4S Institute on Serbia's EU Aspirations
07/23/2008 12:00,UK,1703),,Brown Answers Weekly Questions in House of Commons
07/25/2008 06:55,UK,1704),,Brown at U.K. Labour Party's National Policy Forum
07/25/2008 07:00,UK,1705),,Robert Shapiro on Global Vision: Money & Politics
07/30/2008 09:30,UK,1706),,"Miliband of U.K., Frattini of Italy at News Conf."
08/04/2008 07:00,UK,1707),,Baker on U.K. Labour Party: Money & Politics
08/05/2008 07:00,UK,1708),,Lawson Discusses Northern Rock: Money & Politics
08/06/2008 07:00,UK,1709),,Lawson Discusses Northern Rock: Money & Politics
08/13/2008 04:30,UK,1710),,Chester of HBOS Speaks on Outlook for U.K. Economy
08/13/2008 04:45,UK,1711),,Magnus of UBS on Bank of Engalnd Inflation Report
08/18/2008 05:30,UK,1712),,Singh of Exclusive Analysis on Pakistan Politics
08/21/2008 05:00,UK,1713),,"Brown, Karzai Speak at News Conference in Kabul"
08/21/2008 07:00,UK,1714),,"Carnegie's Lipman, ING's Carnell: Money & Politics"
08/21/2008 08:00,UK,1715),,"Brown, Karzai Speak at News Conference in Kabul"
08/27/2008 07:00,UK,1716),,Baron of Institute of Directors: Money & Politics
09/01/2008 07:00,UK,1717),,Grieve of U.K. Conservatives Speaks on Law
09/01/2008 07:00,BE,1718),,Finland's Stubb on EU Summit: Money & Politics
09/02/2008 07:00,UK,1719),,Boulger on U.K. Housing Pledge: Money & Politics
09/03/2008 07:00,UK,1720),,Boulger on U.K. Housing Pledge: Money & Politics
09/04/2008 15:00,UK,1721),,Gordon Brown Speaks at CBI Dinner on U.K. Economy
09/09/2008 11:00,UK,1722),,Darling of U.K. Speaks at Trades Union Congress
09/10/2008 09:10,UK,1723),,"U.K.'s Brown, Italy's Berlusconi Speak in London"
09/11/2008 04:40,UK,1724),,"King, BOE Policy Makers Testify in U.K. Parliament"
